sig3,eps1,sig1,eps3
15,0.0022081,90.04614,-0.0006453
15,0.0022111,91.27514,-0.0006453
15,0.0023426,92.68834,-0.0006538
15,0.0023904,94.05707,-0.0006752
15,0.002459,96.81818,-0.0006752
15,0.0025637,95.71479,-0.000705
15,0.0026871,100.09091,-0.0007528
15,0.0026871,98.63636,-0.0008146
15,0.0026871,97.54545,-0.0008445
15,0.0027441,102.09091,-0.0009042
15,0.0029152,103.72727,-0.0009291
15,0.0031194,105.76832,-0.0010138
15,0.0031706,106.98133,-0.0011711
15,0.0032987,107.98338,-0.0012429
15,0.0034609,109.3495,-0.0015118
15,0.003717,110.39295,-0.0016163
15,0.003956,112.02845,-0.0018105
15,0.0040755,113.15583,-0.0020496
15,0.0042548,114.17205,-0.0022886
15,0.004434,115.31531,-0.0025874
15,0.0045834,116.28391,-0.002916
15,0.0049002,117.66534,-0.0032148
15,0.005181,119.0706,-0.0035435
15,0.00542,120.11858,-0.003902
15,0.0057188,121.26978,-0.0042606
15,0.0060475,122.37175,-0.0046191
15,0.0063761,123.54042,-0.0049777
15,0.0067347,124.69955,-0.0053362
15,0.0070932,125.76342,-0.0056947
15,0.0074518,126.71613,-0.0060533
15,0.0078103,127.73236,-0.0064118
15,0.0081689,128.62156,-0.0067704
15,0.0085274,129.38373,-0.0071289
15,0.0088859,130.06651,-0.0074875
15,0.0092445,130.57463,-0.007846
15,0.009603,131.01923,-0.0082045
15,0.0099616,131.52734,-0.0085631
15,0.0103201,131.87667,-0.0089216
15,0.0106786,132.17836,-0.0092802
15,0.0110372,132.27364,-0.0096387
15,0.0113957,132.49594,-0.0099972
15,0.0117543,132.52769,-0.0103558
15,0.0121128,132.52769,-0.0107143
15,0.0124713,132.32127,-0.0110729
15,0.0128299,132.17836,-0.0114314
15,0.0131884,131.90843,-0.0117899
15,0.013547,131.47971,-0.0121485
15,0.0139055,131.05099,-0.012507
15,0.0142641,130.50317,-0.0128656
15,0.0146525,129.96251,-0.0132241
