sigma3,eps1,sig1,eps3
10,0.0039,173.9562412,-0.001893348
10,0.0042,180.5302297,-0.002364747
10,0.0045,185.5349625,-0.002908535
10,0.0048,188.9352941,-0.003529884
10,0.0051,190.749294,-0.004233965
10,0.0054,191.0763767,-0.005021649
10,0.0057,190.4970448,-0.005828748
10,0.006,189.2717878,-0.006632396
10,0.0063,187.4956078,-0.007432783
10,0.0066,185.2623638,-0.008230078
10,0.0069,182.6614194,-0.009024437
10,0.0072,179.7752663,-0.009815999
10,0.0075,176.6780495,-0.010604893
10,0.0078,173.4348615,-0.011391236
10,0.0081,170.1016384,-0.012175136
10,0.0084,166.7254959,-0.012956691
10,0.0087,163.3453564,-0.013735994
10,0.009,159.9927469,-0.014513131
10,0.0093,156.6926728,-0.01528818
10,0.0096,153.4644993,-0.016061216
10,0.0099,150.3227962,-0.016832308
10,0.0102,147.2781158,-0.01760152
10,0.0105,144.3376923,-0.018368913
10,0.0108,141.5060535,-0.019134544
10,0.0111,138.7855502,-0.019898468
10,0.0114,136.1768049,-0.020660734
10,0.0117,133.6790887,-0.021421391
10,0.012,131.2906343,-0.022180485
10,0.0123,129.0088937,-0.022938057
10,0.0126,126.8307474,-0.023694148
10,0.0129,124.7526741,-0.024448799
10,0.0132,122.7708861,-0.025202044
10,0.0135,120.8814371,-0.025953921
10,0.0138,119.0803061,-0.026704461
10,0.0141,117.3634636,-0.027453696
10,0.0144,115.7269211,-0.028201658
10,0.0147,114.1667692,-0.028948376
10,0.015,112.679205,-0.029693877
10,0.0153,111.2605519,-0.030438188
10,0.0156,109.9072731,-0.031181334
10,0.0159,108.6159797,-0.031923341
10,0.0162,107.3834356,-0.032664233
10,0.0165,106.2065585,-0.03340403
10,0.0168,105.0824192,-0.034142757
10,0.0171,104.0082394,-0.034880432
10,0.0174,102.9813874,-0.035617078
10,0.0177,101.9993734,-0.036352713
10,0.018,101.0598446,-0.037087357
10,0.0183,100.1605786,-0.037821026
10,0.0186,99.29947804,-0.03855374
10,0.0189,98.47456433,-0.039285514
10,0.0192,97.68397137,-0.040016366
10,0.0195,96.92593966,-0.040746311
10,0.0198,96.19881045,-0.041475364
10,0.0201,95.50101999,-0.04220354
10,0.0204,94.83109412,-0.042930854
10,0.0207,94.18764299,-0.04365732
10,0.021,93.56935609,-0.044382951
10,0.0213,92.97499751,-0.04510776
10,0.0216,92.40340144,-0.04583176
10,0.0219,91.85346792,-0.046554963
10,0.0222,91.32415888,-0.047277382
10,0.0225,90.8144943,-0.047999027
10,0.0228,90.32354874,-0.048719911
10,0.0231,89.85044793,-0.049440044
10,0.0234,89.39436574,-0.050159437
10,0.0237,88.95452116,-0.050878101
10,0.024,88.53017563,-0.051596045
10,0.0243,88.1206304,-0.05231328
10,0.0246,87.72522418,-0.053029815
10,0.0249,87.34333085,-0.053745659
10,0.0252,86.97435737,-0.054460822
10,0.0255,86.61774178,-0.055175313
10,0.0258,86.27295137,-0.05588914
10,0.0261,85.93948096,-0.056602311
10,0.0264,85.61685127,-0.057314836
10,0.0267,85.30460739,-0.058026722
10,0.027,85.00231737,-0.058737976
10,0.0273,84.70957093,-0.059448608
10,0.0276,84.42597816,-0.060158624
10,0.0279,84.15116838,-0.060868031
10,0.0282,83.88478905,-0.061576837
10,0.0285,83.62650475,-0.062285049
10,0.0288,83.37599621,-0.062992674
10,0.0291,83.13295942,-0.063699718
10,0.0294,82.8971048,-0.064406188
10,0.0297,82.66815636,-0.065112091
10.5,0,10.5,0
10.5,0.0003,24.73797093,-8.22E-07
10.5,0.0006,38.97130243,-6.58E-06
10.5,0.0009,53.18305,-2.22E-05
10.5,0.0012,67.33783668,-5.26E-05
10.5,0.0015,81.37797108,-0.000102811
10.5,0.0018,95.22095263,-0.000177657
10.5,0.0021,108.7585268,-0.000282113
10.5,0.0024,121.8576537,-0.000421114
10.5,0.0027,134.3637734,-0.000599593
10.5,0.003,146.1066275,-0.000822487
10.5,0.0033,156.9086276,-0.001094731
10.5,0.0036,166.5953713,-0.001421258
10.5,0.0039,175.0074652,-0.001807005
10.5,0.0042,182.0124229,-0.002256906
10.5,0.0045,187.5151809,-0.002775895
10.5,0.0048,191.465823,-0.003368909
10.5,0.0051,193.8634499,-0.004040881
10.5,0.0054,194.7557117,-0.004796747
10.5,0.0057,194.4913797,-0.005604731
10.5,0.006,193.5670666,-0.006409906
10.5,0.0063,192.0752819,-0.007211812
10.5,0.0066,190.104468,-0.00801062
10.5,0.0069,187.7403347,-0.008806485
10.5,0.0072,185.0633175,-0.009599546
10.5,0.0075,182.1468637,-0.010389933
10.5,0.0078,179.0564515,-0.011177763
10.5,0.0081,175.8492156,-0.011963143
10.5,0.0084,172.5740334,-0.012746174
10.5,0.0087,169.2719412,-0.013526948
10.5,0.009,165.9767587,-0.01430555
10.5,0.0093,162.7158317,-0.01508206
10.5,0.0096,159.5108164,-0.015856551
10.5,0.0099,156.3784586,-0.016629094
10.5,0.0102,153.3313303,-0.017399753
10.5,0.0105,150.3785053,-0.018168589
10.5,0.0108,147.5261637,-0.018935659
10.5,0.0111,144.7781209,-0.019701017
10.5,0.0114,142.1362848,-0.020464714
10.5,0.0117,139.6010445,-0.021226797
10.5,0.012,137.1715974,-0.021987314
10.5,0.0123,134.8462215,-0.022746305
10.5,0.0126,132.6225003,-0.023503813
10.5,0.0129,130.4975069,-0.024259877
10.5,0.0132,128.4679527,-0.025014532
10.5,0.0135,126.5303079,-0.025767814
10.5,0.0138,124.680897,-0.026519757
10.5,0.0141,122.9159743,-0.027270393
10.5,0.0144,121.2317827,-0.028019752
10.5,0.0147,119.6245998,-0.028767864
10.5,0.015,118.0907716,-0.029514756
10.5,0.0153,116.6267384,-0.030260456
10.5,0.0156,115.2290535,-0.031004989
10.5,0.0159,113.8943953,-0.031748379
10.5,0.0162,112.6195759,-0.032490651
10.5,0.0165,111.4015459,-0.033231827
10.5,0.0168,110.2373956,-0.033971928
10.5,0.0171,109.1243556,-0.034710977
10.5,0.0174,108.0597942,-0.035448994
10.5,0.0177,107.0412145,-0.036185997
10.5,0.018,106.0662506,-0.036922007
10.5,0.0183,105.1326628,-0.03765704
10.5,0.0186,104.2383325,-0.038391115
10.5,0.0189,103.3812571,-0.039124249
10.5,0.0192,102.5595443,-0.039856458
10.5,0.0195,101.7714071,-0.040587758
10.5,0.0198,101.0151578,-0.041318164
10.5,0.0201,100.2892034,-0.042047691
10.5,0.0204,99.59203984,-0.042776354
10.5,0.0207,98.92224743,-0.043504167
10.5,0.021,98.27848588,-0.044231142
10.5,0.0213,97.65948983,-0.044957295
10.5,0.0216,97.06406443,-0.045682636
10.5,0.0219,96.49108126,-0.046407178
10.5,0.0222,95.93947437,-0.047130934
10.5,0.0225,95.40823661,-0.047853916
10.5,0.0228,94.89641613,-0.048576133
10.5,0.0231,94.40311304,-0.049297599
10.5,0.0234,93.92747639,-0.050018322
10.5,0.0237,93.46870118,-0.050738315
10.5,0.024,93.02602563,-0.051457586
10.5,0.0243,92.59872864,-0.052176146
10.5,0.0246,92.18612736,-0.052894004
10.5,0.0249,91.7875749,-0.053611171
10.5,0.0252,91.40245824,-0.054327655
10.5,0.0255,91.03019621,-0.055043464
10.5,0.0258,90.67023764,-0.055758608
10.5,0.0261,90.32205959,-0.056473096
10.5,0.0264,89.98516573,-0.057186935
10.5,0.0267,89.6590848,-0.057900133
10.5,0.027,89.34336915,-0.0586127
10.5,0.0273,89.03759342,-0.059324641
10.5,0.0276,88.74135322,-0.060035965
10.5,0.0279,88.45426402,-0.06074668
10.5,0.0282,88.17595996,-0.061456791
10.5,0.0285,87.90609284,-0.062166308
10.5,0.0288,87.64433116,-0.062875235
10.5,0.0291,87.39035915,-0.063583581
10.5,0.0294,87.14387594,-0.064291351
10.5,0.0297,86.90459474,-0.064998553
11,0,11,0
11,0.0003,25.14099693,-7.85E-07
11,0.0006,39.27775137,-6.28E-06
11,0.0009,53.39476736,-2.12E-05
11,0.0012,67.4596833,-5.02E-05
11,0.0015,81.41969036,-9.81E-05
11,0.0018,95.1991725,-0.000169464
11,0.0021,108.6986887,-0.000269103
11,0.0024,121.7956025,-0.000401693
11,0.0027,134.346696,-0.000571942
11,0.003,146.1930187,-0.000784558
11,0.0033,157.1670119,-0.001044246
11,0.0036,167.1016402,-0.001355715
11,0.0039,175.8408877,-0.001723673
11,0.0042,183.2506294,-0.002152826
11,0.0045,189.2286497,-0.002647882
11,0.0048,193.7125522,-0.003213548
11,0.0051,196.6845194,-0.003854531
11,0.0054,198.1723193,-0.00457554
11,0.0057,198.313046,-0.005372055
11,0.006,197.6913593,-0.006178779
11,0.0063,196.4894773,-0.006982226
11,0.0066,194.7898944,-0.007782567
11,0.0069,192.6740303,-0.008579958
11,0.0072,190.2195926,-0.009374539
11,0.0075,187.4986769,-0.010166439
11,0.0078,184.5765524,-0.010955776
11,0.0081,181.5110387,-0.011742659
11,0.0084,178.3523548,-0.012527186
11,0.0087,175.1433221,-0.01330945
11,0.009,171.9198125,-0.014089538
11,0.0093,168.7113468,-0.014867529
11,0.0096,165.5417722,-0.015643496
11,0.0099,162.429962,-0.01641751
11,0.0102,159.3904997,-0.017189636
11,0.0105,156.4343214,-0.017959934
11,0.0108,153.5693028,-0.018728463
11,0.0111,150.8007824,-0.019495275
11,0.0114,148.1320207,-0.020260423
11,0.0117,145.564596,-0.021023953
11,0.012,143.0987429,-0.021785912
11,0.0123,140.7336372,-0.022546343
11,0.0126,138.467634,-0.023305287
11,0.0129,136.2984655,-0.024062783
11,0.0132,134.2234029,-0.024818867
11,0.0135,132.2393886,-0.025573575
11,0.0138,130.3431433,-0.026326941
11,0.0141,128.5312512,-0.027078996
11,0.0144,126.8002287,-0.027829772
11,0.0147,125.1465772,-0.028579297
11,0.015,123.5668252,-0.0293276
11,0.0153,122.0575597,-0.030074708
11,0.0156,120.61545,-0.030820646
11,0.0159,119.2372654,-0.031565439
11,0.0162,117.919887,-0.03230911
11,0.0165,116.660316,-0.033051683
11,0.0168,115.4556785,-0.03379318
11,0.0171,114.3032277,-0.034533621
11,0.0174,113.2003442,-0.035273027
11,0.0177,112.144535,-0.036011418
11,0.018,111.1334304,-0.036748812
11,0.0183,110.1647815,-0.037485228
11,0.0186,109.2364555,-0.038220684
11,0.0189,108.346432,-0.038955196
11,0.0192,107.492798,-0.039688781
11,0.0195,106.6737435,-0.040421454
11,0.0198,105.8875562,-0.041153232
11,0.0201,105.1326168,-0.041884129
11,0.0204,104.4073947,-0.04261416
11,0.0207,103.7104427,-0.043343338
11,0.021,103.0403931,-0.044071678
11,0.0213,102.3959527,-0.044799191
11,0.0216,101.7758993,-0.045525892
11,0.0219,101.1790772,-0.046251793
11,0.0222,100.6043938,-0.046976905
11,0.0225,100.0508156,-0.04770124
11,0.0228,99.51736514,-0.048424811
11,0.0231,99.00311744,-0.049147626
11,0.0234,98.50719718,-0.049869699
11,0.0237,98.0287757,-0.050591038
11,0.024,97.56706828,-0.051311655
11,0.0243,97.12133163,-0.052031559
11,0.0246,96.6908614,-0.05275076
11,0.0249,96.27498999,-0.053469267
11,0.0252,95.87308438,-0.054187089
11,0.0255,95.4845441,-0.054904236
11,0.0258,95.10879942,-0.055620716
11,0.0261,94.74530952,-0.056336537
11,0.0264,94.39356087,-0.057051709
11,0.0267,94.05306564,-0.057766239
11,0.027,93.7233603,-0.058480134
11,0.0273,93.40400417,-0.059193404
11,0.0276,93.09457819,-0.059906055
11,0.0279,92.79468369,-0.060618095
11,0.0282,92.50394125,-0.06132953
11,0.0285,92.22198967,-0.062040369
11,0.0288,91.94848492,-0.062750617
11,0.0291,91.68309922,-0.063460283
11,0.0294,91.42552017,-0.064169371
11,0.0297,91.1754499,-0.06487789
11.5,0,11.5,0
11.5,0.0003,25.5348526,-7.48E-07
11.5,0.0006,39.5658315,-5.98E-06
11.5,0.0009,53.57878674,-2.02E-05
11.5,0.0012,67.54416016,-4.79E-05
11.5,0.0015,81.41368808,-9.35E-05
11.5,0.0018,95.11817965,-0.000161576
11.5,0.0021,108.566456,-0.000256576
11.5,0.0024,121.6457049,-0.000382994
11.5,0.0027,134.2235451,-0.000545318
11.5,0.003,146.1520341,-0.000748036
11.5,0.0033,157.2736969,-0.000995636
11.5,0.0036,167.4294017,-0.001292606
11.5,0.0039,176.4676063,-0.001643435
11.5,0.0042,184.2541883,-0.002052611
11.5,0.0045,190.6818431,-0.002524621
11.5,0.0048,195.6779509,-0.003063955
11.5,0.0051,199.2099334,-0.003675101
11.5,0.0054,201.2874324,-0.004362546
11.5,0.0057,201.9610948,-0.005130779
11.5,0.006,201.6410112,-0.005939069
11.5,0.0063,200.7319352,-0.006744075
11.5,0.0066,199.3099988,-0.007545969
11.5,0.0069,197.4517817,-0.008344904
11.5,0.0072,195.2316448,-0.009141024
11.5,0.0075,192.7197013,-0.009934456
11.5,0.0078,189.9804131,-0.010725319
11.5,0.0081,187.0717485,-0.011513721
11.5,0.0084,184.0448108,-0.012299762
11.5,0.0087,180.9438358,-0.013083535
11.5,0.009,177.8064591,-0.013865127
11.5,0.0093,174.6641668,-0.014644616
11.5,0.0096,171.5428537,-0.015422077
11.5,0.0099,168.4634344,-0.01619758
11.5,0.0102,165.4424628,-0.01697119
11.5,0.0105,162.4927324,-0.017742969
11.5,0.0108,159.6238357,-0.018512973
11.5,0.0111,156.8426747,-0.019281258
11.5,0.0114,154.1539155,-0.020047873
11.5,0.0117,151.5603871,-0.020812868
11.5,0.012,149.0634264,-0.021576287
11.5,0.0123,146.6631734,-0.022338175
11.5,0.0126,144.3588205,-0.023098572
11.5,0.0129,142.1488223,-0.023857517
11.5,0.0132,140.0310698,-0.024615047
11.5,0.0135,138.0030338,-0.025371199
11.5,0.0138,136.0618828,-0.026126004
11.5,0.0141,134.204579,-0.026879496
11.5,0.0144,132.4279551,-0.027631706
11.5,0.0147,130.7287761,-0.028382662
11.5,0.015,129.1037881,-0.029132393
11.5,0.0153,127.5497564,-0.029880925
11.5,0.0156,126.0634952,-0.030628285
11.5,0.0159,124.6418896,-0.031374497
11.5,0.0162,123.2819121,-0.032119585
11.5,0.0165,121.9806347,-0.032863572
11.5,0.0168,120.7352367,-0.03360648
11.5,0.0171,119.5430098,-0.03434833
11.5,0.0174,118.4013608,-0.035089143
11.5,0.0177,117.3078122,-0.035828938
11.5,0.018,116.2600015,-0.036567734
11.5,0.0183,115.2556797,-0.037305549
11.5,0.0186,114.2927083,-0.038042402
11.5,0.0189,113.3690563,-0.038778309
11.5,0.0192,112.4827962,-0.039513286
11.5,0.0195,111.6321004,-0.04024735
11.5,0.0198,110.8152365,-0.040980516
11.5,0.0201,110.0305638,-0.0417128
11.5,0.0204,109.2765281,-0.042444214
11.5,0.0207,108.5516582,-0.043174775
11.5,0.021,107.8545613,-0.043904494
11.5,0.0213,107.1839191,-0.044633386
11.5,0.0216,106.5384837,-0.045361463
11.5,0.0219,105.9170742,-0.046088738
11.5,0.0222,105.3185724,-0.046815223
11.5,0.0225,104.7419199,-0.047540929
11.5,0.0228,104.1861145,-0.048265867
11.5,0.0231,103.6502071,-0.04899005
11.5,0.0234,103.1332988,-0.049713488
11.5,0.0237,102.6345376,-0.050436191
11.5,0.024,102.1531165,-0.051158169
11.5,0.0243,101.6882702,-0.051879433
11.5,0.0246,101.2392733,-0.052599992
11.5,0.0249,100.8054376,-0.053319855
11.5,0.0252,100.3861101,-0.054039033
11.5,0.0255,99.98067128,-0.054757533
11.5,0.0258,99.58853277,-0.055475365
11.5,0.0261,99.20913585,-0.056192537
11.5,0.0264,98.84194973,-0.056909057
11.5,0.0267,98.48646994,-0.057624934
11.5,0.027,98.14221691,-0.058340175
11.5,0.0273,97.80873453,-0.059054789
11.5,0.0276,97.48558888,-0.059768782
11.5,0.0279,97.172367,-0.060482163
11.5,0.0282,96.86867574,-0.061194938
11.5,0.0285,96.57414064,-0.061907115
11.5,0.0288,96.28840496,-0.062618701
11.5,0.0291,96.01112871,-0.063329702
11.5,0.0294,95.74198773,-0.064040124
11.5,0.0297,95.48067286,-0.064749976
12,0,12,0
12,0.0003,25.92063952,-7.13E-07
12,0.0006,39.83774669,-5.70E-06
12,0.0009,53.7384175,-1.92E-05
12,0.0012,67.5956902,-4.56E-05
12,0.0015,81.36551555,-8.91E-05
12,0.0018,94.98467428,-0.000153996
12,0.0021,108.3696978,-0.00024454
12,0.0024,121.4170036,-0.000365027
12,0.0027,134.0044985,-0.000519736
12,0.003,145.9948672,-0.000712943
12,0.0033,157.2406414,-0.000948927
12,0.0036,167.5909513,-0.001231966
12,0.0039,176.8996114,-0.001566336
12,0.0042,185.033926,-0.001956316
12,0.0045,191.8833851,-0.002406184
12,0.0048,197.3673093,-0.002920216
12,0.0051,201.4405467,-0.00350269
12,0.0054,204.0965391,-0.004157885
12,0.0057,205.3674186,-0.004890078
12,0.006,205.4144485,-0.005690832
12,0.0063,204.7984772,-0.006497413
12,0.0066,203.6581334,-0.007300875
12,0.0069,202.0647068,-0.008101371
12,0.0072,200.0886629,-0.008899045
12,0.0075,197.7975429,-0.009694025
12,0.0078,195.2544166,-0.010486429
12,0.0081,192.5168568,-0.011276366
12,0.0084,189.6363701,-0.012063938
12,0.0087,186.6581998,-0.012849236
12,0.009,183.6214177,-0.013632346
12,0.0093,180.5592218,-0.014413349
12,0.0096,177.4993701,-0.01519232
12,0.0099,174.4646935,-0.015969327
12,0.0102,171.4736415,-0.016744438
12,0.0105,168.5408293,-0.017517712
12,0.0108,165.677563,-0.018289208
12,0.0111,162.8923279,-0.019058979
12,0.0114,160.1912326,-0.019827078
12,0.0117,157.578405,-0.020593551
12,0.012,155.05634,-0.021358446
12,0.0123,152.6262013,-0.022121806
12,0.0126,150.2880793,-0.022883671
12,0.0129,148.0412113,-0.023644081
12,0.0132,145.8841661,-0.024403073
12,0.0135,143.8149984,-0.025160682
12,0.0138,141.8313769,-0.025916942
12,0.0141,139.9306898,-0.026671886
12,0.0144,138.1101308,-0.027425544
12,0.0147,136.3667691,-0.028177946
12,0.015,134.6976055,-0.028929119
12,0.0153,133.0996174,-0.029679091
12,0.0156,131.5697937,-0.030427888
12,0.0159,130.1051626,-0.031175534
12,0.0162,128.7028124,-0.031922053
12,0.0165,127.3599076,-0.032667469
12,0.0168,126.0737,-0.033411803
12,0.0171,124.8415369,-0.034155077
12,0.0174,123.6608665,-0.034897311
12,0.0177,122.5292404,-0.035638525
12,0.018,121.4443153,-0.036378737
12,0.0183,120.4038527,-0.037117966
12,0.0186,119.4057176,-0.03785623
12,0.0189,118.4478766,-0.038593546
12,0.0192,117.528395,-0.039329931
12,0.0195,116.645434,-0.0400654
12,0.0198,115.7972469,-0.040799969
12,0.0201,114.9821759,-0.041533653
12,0.0204,114.198648,-0.042266466
12,0.0207,113.4451714,-0.042998423
12,0.021,112.7203318,-0.043729537
12,0.0213,112.0227883,-0.044459821
12,0.0216,111.3512701,-0.045189289
12,0.0219,110.7045728,-0.045917952
12,0.0222,110.0815548,-0.046645823
12,0.0225,109.4811343,-0.047372914
12,0.0228,108.9022857,-0.048099236
12,0.0231,108.3440369,-0.0488248
12,0.0234,107.8054662,-0.049549616
12,0.0237,107.2856995,-0.050273697
12,0.024,106.7839079,-0.050997051
12,0.0243,106.2993049,-0.051719689
12,0.0246,105.8311441,-0.05244162
12,0.0249,105.3787174,-0.053162855
12,0.0252,104.9413522,-0.053883401
12,0.0255,104.5184098,-0.054603269
12,0.0258,104.1092835,-0.055322466
12,0.0261,103.7133968,-0.056041002
12,0.0264,103.3302017,-0.056758885
12,0.0267,102.9591771,-0.057476123
12,0.027,102.5998273,-0.058192724
12,0.0273,102.2516808,-0.058908696
12,0.0276,101.9142887,-0.059624046
12,0.0279,101.5872236,-0.060338782
12,0.0282,101.2700785,-0.061052911
12,0.0285,100.9624657,-0.06176644
12,0.0288,100.6640154,-0.062479377
12,0.0291,100.3743753,-0.063191727
12,0.0294,100.0932094,-0.063903498
12,0.0297,99.8201969,-0.064614695
12.5,0,12.5,0
12.5,0.0003,26.29937706,-6.79E-07
12.5,0.0006,40.09553664,-5.43E-06
12.5,0.0009,53.87672428,-1.83E-05
12.5,0.0012,67.61837468,-4.35E-05
12.5,0.0015,81.28033278,-8.49E-05
12.5,0.0018,94.80490892,-0.000146726
12.5,0.0021,108.115801,-0.000232995
12.5,0.0024,121.1180572,-0.000347794
12.5,0.0027,133.6992976,-0.000495199
12.5,0.003,145.7323896,-0.000679286
12.5,0.0033,157.0796855,-0.000904129
12.5,0.0036,167.5987763,-0.001173806
12.5,0.0039,177.1495139,-0.001492391
12.5,0.0042,185.6018327,-0.00186396
12.5,0.0045,192.8436985,-0.00229259
12.5,0.0048,198.7883955,-0.002782355
12.5,0.0051,203.3803488,-0.003337331
12.5,0.0054,206.5988194,-0.003961595
12.5,0.0057,208.4590579,-0.004659222
12.5,0.006,209.0121103,-0.005434118
12.5,0.0063,208.6869982,-0.006242289
12.5,0.0066,207.8296993,-0.007047332
12.5,0.0069,206.5058727,-0.007849403
12.5,0.0072,204.7816242,-0.008648645
12.5,0.0075,202.7213894,-0.009445186
12.5,0.0078,200.3862917,-0.010239146
12.5,0.0081,197.832972,-0.011030633
12.5,0.0084,195.1128472,-0.011819747
12.5,0.0087,192.2717376,-0.012606583
12.5,0.009,189.3497894,-0.013391226
12.5,0.0093,186.381622,-0.014173757
12.5,0.0096,183.3966335,-0.01495425
12.5,0.0099,180.4194083,-0.015732776
12.5,0.0102,177.4701813,-0.0165094
12.5,0.0105,174.5653236,-0.017284183
12.5,0.0108,171.717824,-0.018057183
12.5,0.0111,168.937748,-0.018828455
12.5,0.0114,166.232665,-0.01959805
12.5,0.0117,163.608035,-0.020366016
12.5,0.012,161.0675546,-0.0211324
12.5,0.0123,158.6134615,-0.021897244
12.5,0.0126,156.2467984,-0.02266059
12.5,0.0129,153.9676404,-0.023422478
12.5,0.0132,151.7752894,-0.024182944
12.5,0.0135,149.6684376,-0.024942024
12.5,0.0138,147.6453048,-0.025699753
12.5,0.0141,145.7037536,-0.026456161
12.5,0.0144,143.8413839,-0.02721128
12.5,0.0147,142.0556107,-0.02796514
12.5,0.015,140.3437278,-0.028717769
12.5,0.0153,138.7029594,-0.029469193
12.5,0.0156,137.1305012,-0.03021944
12.5,0.0159,135.6235531,-0.030968533
12.5,0.0162,134.1793452,-0.031716496
12.5,0.0165,132.7951576,-0.032463354
12.5,0.0168,131.4683357,-0.033209127
12.5,0.0171,130.1963011,-0.033953837
12.5,0.0174,128.9765599,-0.034697504
12.5,0.0177,127.806708,-0.035440149
12.5,0.018,126.6844345,-0.03618179
12.5,0.0183,125.6075231,-0.036922446
12.5,0.0186,124.5738529,-0.037662134
12.5,0.0189,123.5813971,-0.038400872
12.5,0.0192,122.6282222,-0.039138676
12.5,0.0195,121.7124854,-0.039875563
12.5,0.0198,120.8324321,-0.040611547
12.5,0.0201,119.9863932,-0.041346644
12.5,0.0204,119.1727818,-0.042080868
12.5,0.0207,118.3900899,-0.042814234
12.5,0.021,117.6368855,-0.043546754
12.5,0.0213,116.9118085,-0.044278444
12.5,0.0216,116.2135682,-0.045009314
12.5,0.0219,115.5409394,-0.045739378
12.5,0.0222,114.8927592,-0.046468648
12.5,0.0225,114.2679243,-0.047197136
12.5,0.0228,113.6653877,-0.047924853
12.5,0.0231,113.0841554,-0.04865181
12.5,0.0234,112.5232846,-0.049378019
12.5,0.0237,111.9818798,-0.050103489
12.5,0.024,111.4590914,-0.050828231
12.5,0.0243,110.9541123,-0.051552256
12.5,0.0246,110.4661761,-0.052275572
12.5,0.0249,109.994555,-0.052998189
12.5,0.0252,109.5385572,-0.053720116
12.5,0.0255,109.0975256,-0.054441364
12.5,0.0258,108.6708353,-0.055161939
12.5,0.0261,108.2578921,-0.055881852
12.5,0.0264,107.8581311,-0.056601109
12.5,0.0267,107.4710147,-0.057319721
12.5,0.027,107.0960312,-0.058037693
12.5,0.0273,106.7326935,-0.058755035
12.5,0.0276,106.380538,-0.059471754
12.5,0.0279,106.0391228,-0.060187857
12.5,0.0282,105.708027,-0.060903352
12.5,0.0285,105.3868493,-0.061618245
12.5,0.0288,105.0752072,-0.062332545
12.5,0.0291,104.7727358,-0.063046256
12.5,0.0294,104.479087,-0.063759387
12.5,0.0297,104.1939285,-0.064471943
13,0,13,0
13,0.0003,26.67200528,-6.47E-07
13,0.0006,40.3410827,-5.18E-06
13,0.0009,53.99653518,-1.75E-05
13,0.0012,67.61600279,-4.14E-05
13,0.0015,81.16291761,-8.09E-05
13,0.0018,94.58469366,-0.000139764
13,0.0021,107.811666,-0.000221941
13,0.0024,120.7569206,-0.000331294
13,0.0027,133.3172014,-0.000471705
13,0.003,145.3750688,-0.000647058
13,0.0033,156.8024203,-0.000861234
13,0.0036,167.4653667,-0.001118116
13,0.0039,177.2302935,-0.001421586
13,0.0042,185.970752,-0.001775527
13,0.0045,193.5746504,-0.00218382
13,0.0048,199.9510854,-0.002650349
13,0.0051,205.0361179,-0.003178995
13,0.0054,208.7968692,-0.003773641
13,0.0057,211.2334909,-0.00443817
13,0.006,212.3788246,-0.005176463
13,0.0063,212.3974097,-0.00597875
13,0.0066,211.8221494,-0.006785387
13,0.0069,210.7703555,-0.007589045
13,0.0072,209.3034038,-0.008389866
13,0.0075,207.4821613,-0.009187981
13,0.0078,205.3652968,-0.009983507
13,0.0081,203.0080037,-0.010776555
13,0.0084,200.4611198,-0.011567225
13,0.0087,197.7705977,-0.01235561
13,0.009,194.9772728,-0.013141798
13,0.0093,192.1168638,-0.013925867
13,0.0096,189.2201509,-0.014707895
13,0.0099,186.3132741,-0.01548795
13,0.0102,183.4181095,-0.016266098
13,0.0105,180.5526862,-0.017042402
13,0.0108,177.7316168,-0.017816918
13,0.0111,174.9665197,-0.018589701
13,0.0114,172.266422,-0.019360804
13,0.0117,169.6381318,-0.020130274
13,0.012,167.0865773,-0.020898157
13,0.0123,164.6151094,-0.021664498
13,0.0126,162.2257683,-0.022429337
13,0.0129,159.9195164,-0.023192713
13,0.0132,157.6964387,-0.023954665
13,0.0135,155.5559153,-0.024715227
13,0.0138,153.4967666,-0.025474434
13,0.0141,151.5173767,-0.026232318
13,0.0144,149.6157963,-0.02698891
13,0.0147,147.7898281,-0.027744239
13,0.015,146.0370981,-0.028498334
13,0.0153,144.355113,-0.029251222
13,0.0156,142.7413082,-0.030002929
13,0.0159,141.1930855,-0.030753479
13,0.0162,139.7078442,-0.031502898
13,0.0165,138.2830047,-0.032251208
13,0.0168,136.9160283,-0.032998431
13,0.0171,135.6044311,-0.033744588
13,0.0174,134.3457953,-0.0344897
13,0.0177,133.1377772,-0.035233787
13,0.018,131.9781127,-0.035976867
13,0.0183,130.8646209,-0.03671896
13,0.0186,129.7952063,-0.037460084
13,0.0189,128.7678596,-0.038200254
13,0.0192,127.7806573,-0.038939489
13,0.0195,126.8317609,-0.039677803
13,0.0198,125.919415,-0.040415213
13,0.0201,125.0419459,-0.041151733
13,0.0204,124.1977583,-0.041887379
13,0.0207,123.3853333,-0.042622164
13,0.021,122.6032255,-0.043356103
13,0.0213,121.8500598,-0.044089207
13,0.0216,121.1245289,-0.044821491
13,0.0219,120.4253898,-0.045552967
13,0.0222,119.7514612,-0.046283646
13,0.0225,119.1016208,-0.047013542
13,0.0228,118.4748017,-0.047742665
13,0.0231,117.8699907,-0.048471026
13,0.0234,117.2862248,-0.049198636
13,0.0237,116.7225889,-0.049925507
13,0.024,116.1782135,-0.050651648
13,0.0243,115.6522723,-0.051377069
13,0.0246,115.1439797,-0.05210178
13,0.0249,114.6525889,-0.05282579
13,0.0252,114.1773898,-0.053549109
13,0.0255,113.717707,-0.054271747
13,0.0258,113.2728981,-0.054993711
13,0.0261,112.8423519,-0.05571501
13,0.0264,112.4254864,-0.056435653
